scorer,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000,DLC_resnet101_human_pretrainedFeb18shuffle1_103000
bodyparts,ankle1,ankle1,ankle1,knee1,knee1,knee1,hip1,hip1,hip1,hip2,hip2,hip2,knee2,knee2,knee2,ankle2,ankle2,ankle2,wrist1,wrist1,wrist1,elbow1,elbow1,elbow1,shoulder1,shoulder1,shoulder1,shoulder2,shoulder2,shoulder2,elbow2,elbow2,elbow2,wrist2,wrist2,wrist2,chin,chin,chin,forehead,forehead,forehead
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,922.0983276367188,703.0414428710938,0.9431502223014832,932.9603271484375,640.072265625,0.9494411945343018,945.022705078125,569.9865112304688,0.9206240773200989,974.3760375976562,569.468994140625,0.9622461795806885,970.9938354492188,643.3072509765625,0.9479742646217346,963.0204467773438,702.6754150390625,0.9743955135345459,909.6519775390625,578.003662109375,0.9691606760025024,916.2865600585938,532.18115234375,0.9785510301589966,928.3557739257812,488.7370910644531,0.9764729738235474,982.5816650390625,490.2267761230469,0.9873413443565369,986.559814453125,532.0794677734375,0.9679557085037231,992.7977294921875,574.7506713867188,0.9723597764968872,957.2918701171875,475.43609619140625,0.9962020516395569,958.3004760742188,426.069580078125,0.9877005815505981
1,922.4284057617188,703.7133178710938,0.9298732876777649,933.8585815429688,639.99951171875,0.9399130940437317,945.30615234375,570.08056640625,0.9184548258781433,974.6433715820312,569.546875,0.9544394016265869,971.45166015625,643.3243408203125,0.949333906173706,962.58251953125,703.8270263671875,0.9652477502822876,911.1846923828125,578.6342163085938,0.9537885189056396,917.7560424804688,531.6415405273438,0.9763780832290649,929.3768920898438,488.60400390625,0.9757915735244751,982.6484375,490.3543395996094,0.9871531128883362,987.0328369140625,531.8279418945312,0.971402645111084,994.3401489257812,576.197021484375,0.9695567488670349,957.812255859375,475.0610046386719,0.9949157238006592,958.4155883789062,426.07183837890625,0.9856964349746704
2,923.1072387695312,702.0480346679688,0.9483645558357239,934.7691040039062,639.7250366210938,0.9406441450119019,945.9793701171875,570.4608764648438,0.916537344455719,975.2085571289062,569.8941650390625,0.950051486492157,971.580078125,643.0843505859375,0.9518360495567322,962.804443359375,703.24658203125,0.9695314168930054,913.8819580078125,580.1845703125,0.9574987292289734,918.0518188476562,532.873291015625,0.9699224233627319,929.88037109375,488.7084045410156,0.9773091673851013,983.3981323242188,490.75244140625,0.9859620928764343,987.7130126953125,532.1280517578125,0.9671530723571777,994.9608154296875,577.8466796875,0.9754149913787842,958.1791381835938,474.2673034667969,0.9926867485046387,958.2085571289062,425.8258972167969,0.985340416431427
3,924.0950927734375,700.1542358398438,0.9607174396514893,935.534912109375,639.9542236328125,0.9305933713912964,946.1260986328125,570.3580932617188,0.9048115015029907,975.6552124023438,569.5534057617188,0.946794867515564,971.7498779296875,643.6604614257812,0.9537078142166138,962.6446533203125,703.64599609375,0.9649077653884888,916.1450805664062,580.5082397460938,0.9637057781219482,919.2265625,532.29638671875,0.9723325967788696,930.7824096679688,488.4054260253906,0.9831052422523499,983.9810180664062,491.45574951171875,0.9865466356277466,988.9458618164062,534.1647338867188,0.95676189661026,996.2159423828125,580.1489868164062,0.9751155376434326,958.7139282226562,474.5986633300781,0.992077648639679,959.4453125,426.08282470703125,0.9811579585075378
4,924.8298950195312,700.66455078125,0.9695177674293518,937.3204345703125,639.314453125,0.9351254105567932,946.3486938476562,570.1056518554688,0.9041349291801453,975.8775024414062,569.343505859375,0.9383417367935181,971.945068359375,643.236328125,0.9511386156082153,962.6888427734375,703.1317138671875,0.9695358276367188,919.2532958984375,578.7776489257812,0.9668830633163452,920.984619140625,531.27880859375,0.9759781360626221,931.1812133789062,488.4967041015625,0.9843952655792236,984.431884765625,492.3818359375,0.9882122874259949,990.1871948242188,535.0494384765625,0.9562435150146484,997.767333984375,580.0980834960938,0.9794530868530273,959.2506713867188,474.6438903808594,0.9902663826942444,959.82666015625,425.94354248046875,0.9773911237716675
5,925.3526611328125,703.3400268554688,0.9653339385986328,938.2510986328125,639.759765625,0.9469537734985352,946.5830078125,570.4207153320312,0.9143032431602478,976.3136596679688,569.4602661132812,0.9384534358978271,971.9603881835938,643.0908813476562,0.9485463500022888,962.6450805664062,702.80322265625,0.9745966792106628,920.5866088867188,579.3631591796875,0.9666224718093872,922.6616821289062,531.85546875,0.9773625731468201,931.4288940429688,488.42169189453125,0.9851465821266174,984.8621826171875,492.93035888671875,0.9873987436294556,992.014892578125,536.0914306640625,0.9569442868232727,998.6697998046875,581.799560546875,0.9806897044181824,959.5789184570312,474.3893127441406,0.985484778881073,960.764404296875,425.7455139160156,0.9745696187019348
6,925.826416015625,704.994384765625,0.9576157927513123,938.5086669921875,640.6824951171875,0.9462378025054932,947.4010009765625,569.9823608398438,0.9209282994270325,976.64697265625,569.466796875,0.933292031288147,972.2196655273438,643.7601928710938,0.9449285864830017,962.6613159179688,702.6943969726562,0.9714062809944153,923.7318725585938,578.7020263671875,0.9827154874801636,924.7992553710938,532.83984375,0.9805155992507935,931.823974609375,488.6856994628906,0.9856951832771301,985.2705078125,492.99212646484375,0.9884604215621948,991.9793090820312,535.2459106445312,0.9503383636474609,999.2766723632812,580.8950805664062,0.9856347441673279,960.6548461914062,474.06610107421875,0.9879541397094727,961.5494384765625,425.60760498046875,0.9776172637939453
7,927.25439453125,703.7694702148438,0.9590446352958679,939.3419799804688,640.396728515625,0.9427728652954102,947.7769165039062,570.0216674804688,0.9192406535148621,976.9270629882812,569.4857788085938,0.9222632646560669,972.0226440429688,642.9937133789062,0.940881609916687,962.6470947265625,703.1747436523438,0.9677225351333618,925.44775390625,577.9210205078125,0.9807201027870178,926.0142211914062,533.7459106445312,0.97735196352005,932.0657348632812,489.5395812988281,0.9863980412483215,986.3577880859375,493.46221923828125,0.9896145462989807,993.3169555664062,535.7201538085938,0.947079598903656,1000.1593017578125,580.71923828125,0.9876826405525208,961.1014404296875,474.3625183105469,0.9897565245628357,961.9517822265625,425.9076232910156,0.9812714457511902
